Item,period_day,weekday_weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Bread,morning,weekend
Baguette,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Cake,morning,weekend
Jammie Dodgers,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Sandwich,morning,weekend
Extra Salami or Feta,morning,weekend
Cake,morning,weekend
Brownie,morning,weekend
Mineral water,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Hot chocolate,morning,weekend
Coffee,morning,weekend
Coke,morning,weekend
Bread,morning,weekend
Tea,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Cookies,morning,weekend
Bread,morning,weekend
Spanish Brunch,morning,weekend
The Nomad,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Muffin,morning,weekend
Scone,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Tiffin,morning,weekend
Baguette,morning,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Smoothies,afternoon,weekend
Brownie,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Toast,afternoon,weekend
Scone,afternoon,weekend
Brownie,afternoon,weekend
Coffee,afternoon,weekend
Coke,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Cake,afternoon,weekend
Soup,afternoon,weekend
Smoothies,afternoon,weekend
Sandwich,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Juice,afternoon,weekend
Toast,afternoon,weekend
Sandwich,afternoon,weekend
Baguette,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Spanish Brunch,afternoon,weekend
Bread,afternoon,weekend
Brownie,afternoon,weekend
Scandinavian,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Soup,afternoon,weekend
Pastry,afternoon,weekend
Vegan Feast,afternoon,weekend
Cake,afternoon,weekend
Muffin,afternoon,weekend
Baguette,afternoon,weekend
Sandwich,afternoon,weekend
Chicken Stew,afternoon,weekend
Coffee,afternoon,weekend
Truffles,afternoon,weekend
Coke,afternoon,weekend
Tea,afternoon,weekend
Scone,afternoon,weekend
Soup,afternoon,weekend
Bread,afternoon,weekend
Soup,afternoon,weekend
Sandwich,afternoon,weekend
Juice,afternoon,weekend
Cookies,afternoon,weekend
Mineral water,afternoon,weekend
Coffee,afternoon,weekend
Cookies,afternoon,weekend
Pastry,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Soup,afternoon,weekend
Art Tray,afternoon,weekend
Scone,afternoon,weekend
Brownie,afternoon,weekend
Cake,afternoon,weekend
Tiffin,afternoon,weekend
Scone,afternoon,weekend
Tea,afternoon,weekend
Brownie,afternoon,weekend
Cookies,afternoon,weekend
Sandwich,afternoon,weekend
Juice,afternoon,weekend
Hot chocolate,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Scone,afternoon,weekend
Cookies,afternoon,weekend
Bread,afternoon,weekend
Tea,afternoon,weekend
Hot chocolate,afternoon,weekend
Cake,afternoon,weekend
Salad,afternoon,weekend
Bread,afternoon,weekend
Tea,afternoon,weekend
Soup,afternoon,weekend
Sandwich,afternoon,weekend
Spanish Brunch,afternoon,weekend
Sandwich,afternoon,weekend
Toast,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Toast,afternoon,weekend
Scone,afternoon,weekend
Scone,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Brownie,afternoon,weekend
Tea,afternoon,weekend
Soup,afternoon,weekend
Hot chocolate,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Scone,afternoon,weekend
Coke,afternoon,weekend
Tea,afternoon,weekend
Brownie,afternoon,weekend
Hot chocolate,afternoon,weekend
Truffles,afternoon,weekend
Spanish Brunch,afternoon,weekend
Chicken Stew,afternoon,weekend
Granola,afternoon,weekend
Coke,afternoon,weekend
Spanish Brunch,afternoon,weekend
Smoothies,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Scone,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Scandinavian,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Scone,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Tea,afternoon,weekend
Scone,afternoon,weekend
Bread,afternoon,weekend
Scandinavian,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Scone,afternoon,weekend
Cookies,afternoon,weekend
Soup,afternoon,weekend
Salad,afternoon,weekend
Truffles,afternoon,weekend
Mineral water,afternoon,weekend
Tiffin,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Hot chocolate,afternoon,weekend
Scone,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Scone,afternoon,weekend
Bread,afternoon,weekend
Scandinavian,afternoon,weekend
Muffin,afternoon,weekend
Scandinavian,evening,weekend
Farm House,morning,weekend
Bread,morning,weekend
Medialuna,morning,weekend
Coffee,morning,weekend
Spanish Brunch,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Spanish Brunch,morning,weekend
Bread,morning,weekend
Scone,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Toast,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Hot chocolate,morning,weekend
Cookies,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
The Nomad,morning,weekend
Coffee,morning,weekend
Jammie Dodgers,morning,weekend
Muffin,morning,weekend
Tea,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Brownie,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Muffin,morning,weekend
Bread,morning,weekend
Farm House,morning,weekend
Coffee,morning,weekend
Tiffin,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Toast,morning,weekend
Pastry,morning,weekend
Scone,morning,weekend
Coffee,morning,weekend
Jam,morning,weekend
Pastry,morning,weekend
Cake,morning,weekend
Coffee,morning,weekend
Soup,morning,weekend
Coffee,morning,weekend
Juice,morning,weekend
Tea,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Jammie Dodgers,morning,weekend
Coffee,morning,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Muffin,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Muffin,afternoon,weekend
Pastry,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Pastry,afternoon,weekend
Bread,afternoon,weekend
Hot chocolate,afternoon,weekend
Juice,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Coke,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Smoothies,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Scone,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Juice,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Truffles,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Pastry,afternoon,weekend
Sandwich,afternoon,weekend
Tiffin,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Scone,afternoon,weekend
Medialuna,afternoon,weekend
Soup,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Medialuna,afternoon,weekend
Pastry,afternoon,weekend
Jammie Dodgers,afternoon,weekend
Tiffin,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Alfajores,afternoon,weekend
Afternoon with the baker,evening,weekend
Afternoon with the baker,evening,weekend
Afternoon with the baker,evening,weekend
Afternoon with the baker,evening,weekend
Afternoon with the baker,evening,weekend
Afternoon with the baker,evening,weekend
Jammie Dodgers,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Farm House,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Farm House,morning,weekday
Cake,morning,weekday
Soup,morning,weekday
Coffee,morning,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Juice,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Salad,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Cake,afternoon,weekday
Truffles,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Salad,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Juice,afternoon,weekday
Drinking chocolate spoons ,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Cake,afternoon,weekday
Juice,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Hot chocolate,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Afternoon with the baker,afternoon,weekday
Bread,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Cookies,morning,weekday
Pastry,morning,weekday
Coke,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Baguette,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Granola,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Sandwich,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Cookies,morning,weekday
Baguette,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Spanish Brunch,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Salad,afternoon,weekday
Spanish Brunch,afternoon,weekday
Jam,afternoon,weekday
Tea,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Sandwich,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Salad,afternoon,weekday
Tiffin,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Spanish Brunch,afternoon,weekday
Cookies,afternoon,weekday
Farm House,afternoon,weekday
Farm House,afternoon,weekday
Soup,afternoon,weekday
Salad,afternoon,weekday
Spanish Brunch,afternoon,weekday
Toast,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Fudge,afternoon,weekday
Chicken Stew,afternoon,weekday
Tea,afternoon,weekday
Farm House,afternoon,weekday
Cake,afternoon,weekday
Tiffin,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Spanish Brunch,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Tiffin,afternoon,weekday
Truffles,afternoon,weekday
Bread,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Tea,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Baguette,morning,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Chicken Stew,afternoon,weekday
Salad,afternoon,weekday
Bread,afternoon,weekday
Soup,afternoon,weekday
Truffles,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Mineral water,afternoon,weekday
Farm House,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Soup,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Jammie Dodgers,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Scone,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Baguette,afternoon,weekday
Tea,afternoon,weekday
Juice,afternoon,weekday
Scone,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Coffee,evening,weekday
Tiffin,evening,weekday
Cake,evening,weekday
Truffles,evening,weekday
Coffee,morning,weekday
Jammie Dodgers,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Baguette,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Baguette,morning,weekday
Tiffin,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Juice,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Tiffin,morning,weekday
Tea,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Chicken Stew,afternoon,weekday
Sandwich,afternoon,weekday
Cookies,afternoon,weekday
Salad,afternoon,weekday
Coffee,afternoon,weekday
Juice,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Salad,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Truffles,afternoon,weekday
Bread,afternoon,weekday
Scandinavian,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Cookies,afternoon,weekday
Soup,afternoon,weekday
Christmas common,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Medialuna,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Truffles,afternoon,weekday
Spanish Brunch,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Truffles,afternoon,weekday
Spanish Brunch,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Scone,afternoon,weekday
Coke,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Coke,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Coffee,evening,weekday
Coffee,evening,weekday
Tea,evening,weekday
Cake,evening,weekday
Scone,evening,weekday
Cookies,evening,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Spanish Brunch,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Baguette,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Hot chocolate,morning,weekday
Tea,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Cookies,morning,weekday
Medialuna,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Jam,morning,weekday
Truffles,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Juice,morning,weekday
Pastry,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
